,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
1780,15028,0.002873563,0.005747126,0.225574713,0.144396552,0.024425287,0,0.033764368,0,0,0.014367816,0,0.119252874,0,0.097490347,0.045679012,0.115702479,0.098203222,0.082533589,0.112621359,1589,0.986784141,0.008181246,0,0.003146633,0.007551919,0,0.00188798,0.483952171,0.516047829,0.093769666,0.095657646,0.0969163,0.153555695,0.179358087,0.147262429,0.108244179,0.081812461,11754,27.4,48.9,1601,2.26,35.1,11754,27.4,48.9,1601,2.26,35.1,11754,27.4,48.9,1601,2.26,35.1,11754,27.4,48.9,1601,2.26,35.1
1781,15029,0.008591707,0.00597684,0.172768024,0.217781098,0.017930519,0,0.053231229,0,0,0.005042959,0,0.050242809,0,0.121549442,0.042075163,0.102488814,0.150181724,0.108104319,0.135303117,6074,0.992426737,0.001810998,0,0.003951268,0.001646362,0,0.001810998,0.476621666,0.523378334,0.087257162,0.070135002,0.101415871,0.130062562,0.155416529,0.163154429,0.134178466,0.124794205,10418.02453,24.6,52.37720094,5952,2.615697245,25.20821573,10418.02453,24.6,52.37720094,5952,2.615697245,25.20821573,10418.02453,24.6,52.37720094,5952,2.615697245,25.20821573,10418.02453,24.6,52.37720094,5952,2.615697245,25.20821573
1782,15030,0.007711297,0.00511249,0.217188181,0.187694973,0.034460485,0,0.055456243,0,0,0.017465587,0,0.056843275,0,0.105623867,0.040892946,0.103276792,0.12538772,0.096332467,0.11421941,245711,0.947397552,0.013654252,0.003508186,0.028126539,0.011582713,6.10E-05,0.007252423,0.46355271,0.53644729,0.12224117,0.086296503,0.130181392,0.17067612,0.142529231,0.123991193,0.105164197,0.079939441,14505.44182,31.35,46.33826476,244554,2.365690113,30.96113087,14505.44182,31.35,46.33826476,244554,2.365690113,30.96113087,14505.44182,31.35,46.33826476,244554,2.365690113,30.96113087,14505.44182,31.35,46.33826476,244554,2.365690113,30.96113087
1783,15031,0.0086727,0.006661639,0.238185018,0.143665158,0.039718451,0,0.060708899,0,0,0.018728004,0,0.053335009,0,0.087041193,0.032125255,0.088778613,0.101416485,0.072719377,0.10062908,30402,0.958522466,0.011742649,0.00203934,0.02493257,0.009900664,9.87E-05,0.002664298,0.483027432,0.516972568,0.155910795,0.087461351,0.122064338,0.200513124,0.158476416,0.102493257,0.075784488,0.048615223,12810.945,28.05,42.59640861,30601,2.494252475,27.55402765,12810.945,28.05,42.59640861,30601,2.494252475,27.55402765,12810.945,28.05,42.59640861,30601,2.494252475,27.55402765,12810.945,28.05,42.59640861,30601,2.494252475,27.55402765
1784,15032,0.003498542,0.013411079,0.152478134,0.301166181,0.021865889,0,0.050728863,0,0,0.009329446,0,0.054810496,0,0.068862078,0.021468927,0.076409743,0.074081578,0.052402863,0.086397059,3983,0.974893297,0.009038413,0.001255335,0.010544815,0.008034145,0,0.00426814,0.497363796,0.502636204,0.101431082,0.08385639,0.133065528,0.142355009,0.157167964,0.137082601,0.09992468,0.105950289,11178.0543,26,48.09444582,4033,2.459895859,30.16610464,11178.0543,26,48.09444582,4033,2.459895859,30.16610464,11178.0543,26,48.09444582,4033,2.459895859,30.16610464,11178.0543,26,48.09444582,4033,2.459895859,30.16610464
1785,15033,0.002478315,0.007434944,0.195786865,0.234200743,0.022717885,0,0.048327138,0,0,0.007434944,0,0.096241223,0,0.109513721,0.034288194,0.093055556,0.141145833,0.087273444,0.132857734,2768,0.99783237,0.000722543,0,0.001083815,0.000722543,0,0.000361272,0.485549133,0.514450867,0.106575145,0.078395954,0.12283237,0.140895954,0.148121387,0.13367052,0.123916185,0.108742775,10819.52597,23.8,49.49905558,2753,2.749298947,25.30341446,10819.52597,23.8,49.49905558,2753,2.749298947,25.30341446,10819.52597,23.8,49.49905558,2753,2.749298947,25.30341446,10819.52597,23.8,49.49905558,2753,2.749298947,25.30341446
1786,15034,0.005530973,0.007374631,0.302359882,0.135324484,0.014011799,0,0.04240413,0,0,0.005530973,0,0.037241888,0,0.118357488,0.046376812,0.107142857,0.14566855,0.079005525,0.158417698,2983,0.991954408,0.004358029,0.000335233,0.00335233,0.004022796,0,0,0.480724103,0.519275897,0.072745558,0.102916527,0.106268857,0.144150184,0.138451224,0.155548106,0.137445525,0.111632585,11026.83834,24.7,51.72554843,2963,3.062966588,22.61812352,11026.83834,24.7,51.72554843,2963,3.062966588,22.61812352,11026.83834,24.7,51.72554843,2963,3.062966588,22.61812352,11026.83834,24.7,51.72554843,2963,3.062966588,22.61812352
1787,15035,0.009294843,0.008132988,0.207346501,0.143623201,0.022968987,0,0.038519975,0,0,0.011618554,0,0.085709179,0,0.100294891,0.030107527,0.102327624,0.115488432,0.090464027,0.110060898,12944,0.987330037,0.005176143,0.000695303,0.005948702,0.004789864,7.73E-05,0.000772559,0.476668727,0.523331273,0.104295426,0.074088381,0.109935105,0.164014215,0.15381644,0.140064895,0.125849815,0.092552534,12883.69359,25.4,49.46086281,12865,2.384548776,26.88399534,12883.69359,25.4,49.46086281,12865,2.384548776,26.88399534,12883.69359,25.4,49.46086281,12865,2.384548776,26.88399534,12883.69359,25.4,49.46086281,12865,2.384548776,26.88399534
1788,15036,0.008937491,0.005565863,0.201352219,0.183281005,0.026919509,0,0.056229485,0,0,0.012630227,0,0.043581419,0,0.121143671,0.048240653,0.129771034,0.133934988,0.106197684,0.13564977,66065,0.974419133,0.006675244,0.001861803,0.012608794,0.005736774,0.000166503,0.004268523,0.469643533,0.530356467,0.105986528,0.082948611,0.11235904,0.150124877,0.153015969,0.143600999,0.116491334,0.095088171,13104.79522,30.1,48.77524869,64841,2.200142657,34.94997918,13104.79522,30.1,48.77524869,64841,2.200142657,34.94997918,13104.79522,30.1,48.77524869,64841,2.200142657,34.94997918,13104.79522,30.1,48.77524869,64841,2.200142657,34.94997918
1789,15037,0.002483855,0.006458023,0.163437655,0.190263289,0.025086935,0,0.055389965,0,0,0.006954794,0,0.055638351,0,0.097410468,0.033211084,0.11083707,0.104930047,0.073213156,0.123903509,4708,0.970050977,0.012319456,0.001274427,0.006796941,0.011682243,0,0.009558199,0.505522515,0.494477485,0.098980459,0.094519966,0.117247239,0.149320306,0.161002549,0.142735769,0.123831776,0.070518267,9312.08018,27.4,48.30838144,4677,2.527671584,28.992709,9312.08018,27.4,48.30838144,4677,2.527671584,28.992709,9312.08018,27.4,48.30838144,4677,2.527671584,28.992709,9312.08018,27.4,48.30838144,4677,2.527671584,28.992709
1790,15038,0.005644403,0.00752587,0.182502352,0.255879586,0.01364064,0,0.039040452,0,0,0.005174036,0,0.062558796,0,0.067025214,0.017605634,0.059891107,0.08166221,0.065948856,0.068170965,2339,0.997007268,0,0,0.002992732,0,0,0,0.496793501,0.503206499,0.076955964,0.08593416,0.12141941,0.125694741,0.176143651,0.154766994,0.126549808,0.109020949,11097.82092,24.5,51.60270153,2295,2.769324619,25.7216122,11097.82092,24.5,51.60270153,2295,2.769324619,25.7216122,11097.82092,24.5,51.60270153,2295,2.769324619,25.7216122,11097.82092,24.5,51.60270153,2295,2.769324619,25.7216122
1791,15039,0.007352941,0.013888889,0.166666667,0.308823529,0.019607843,0,0.04003268,0,0,0.005718954,0,0.044934641,0,0.064196707,0.037148594,0.069721116,0.06626506,0.06505102,0.063258637,1334,0.993253373,0.004497751,0,0.000749625,0.004497751,0,0.00149925,0.497001499,0.502998501,0.061469265,0.063718141,0.096701649,0.133433283,0.153673163,0.162668666,0.16191904,0.13868066,11974,25.9,54.5,1340,2.32,38,11974,25.9,54.5,1340,2.32,38,11974,25.9,54.5,1340,2.32,38,11974,25.9,54.5,1340,2.32,38
1792,15040,0.005666793,0.006422365,0.172648281,0.284472988,0.019644881,0,0.064979222,0,0,0.007555723,0,0.05326785,0,0.123493976,0.033919598,0.106656948,0.1547113,0.082904664,0.169691647,3016,0.989058355,0.00198939,0.00198939,0.00198939,0.00198939,0,0.004973475,0.502320955,0.497679045,0.089854111,0.079244032,0.111737401,0.138594164,0.155172414,0.162135279,0.135941645,0.093501326,10538.25392,26.3,50.37117117,2997,2.424424424,30.5650317,10538.25392,26.3,50.37117117,2997,2.424424424,30.5650317,10538.25392,26.3,50.37117117,2997,2.424424424,30.5650317,10538.25392,26.3,50.37117117,2997,2.424424424,30.5650317
1793,15041,0.010868429,0.009718884,0.188629951,0.250182882,0.024767478,0,0.042846692,0,0,0.008046818,0,0.052461072,0,0.080105383,0.034254268,0.071306118,0.099479331,0.063174693,0.097426294,11347,0.97928968,0.008019741,0.000969419,0.007050322,0.007843483,8.81E-05,0.004582709,0.492729356,0.507270644,0.120384243,0.077817925,0.129902177,0.172644752,0.14312153,0.122939984,0.112276373,0.087512118,11439.25451,25.3,47.20693626,11375,2.508114286,27.23443516,11439.25451,25.3,47.20693626,11375,2.508114286,27.23443516,11439.25451,25.3,47.20693626,11375,2.508114286,27.23443516,11439.25451,25.3,47.20693626,11375,2.508114286,27.23443516
1794,15042,0.003755548,0.00887675,0.161488563,0.261181291,0.022874701,0,0.054626152,0,0,0.01092523,0,0.049163537,0,0.080762639,0.023648649,0.086700337,0.089330469,0.077075099,0.084762415,3338,0.993708808,0.002696225,0.000599161,0.002995806,0.002396645,0,0,0.493409227,0.506590773,0.10215698,0.07639305,0.11713601,0.144098262,0.133013781,0.139304973,0.130317555,0.11713601,10410.29216,22,50.29402257,3279,2.968151876,22.7989021,10410.29216,22,50.29402257,3279,2.968151876,22.7989021,10410.29216,22,50.29402257,3279,2.968151876,22.7989021,10410.29216,22,50.29402257,3279,2.968151876,22.7989021
1795,15043,0.005461165,0.01355178,0.191747573,0.212176375,0.025283172,0,0.044902913,0,0,0.007686084,0,0.073220065,0,0.086012276,0.025925926,0.075329144,0.10539499,0.061080972,0.112783172,5391,0.986829902,0.001483955,0.000927472,0.005379336,0.00129846,0,0.005379336,0.488035615,0.511964385,0.065664997,0.076794658,0.102763866,0.13411241,0.170840289,0.15507327,0.14820998,0.115933964,10392.52746,23.8,52.86197236,5354,2.336281285,31.47532686,10392.52746,23.8,52.86197236,5354,2.336281285,31.47532686,10392.52746,23.8,52.86197236,5354,2.336281285,31.47532686,10392.52746,23.8,52.86197236,5354,2.336281285,31.47532686
1796,15044,0.005862647,0.015075377,0.18760469,0.305695142,0.015075377,0,0.038525963,0,0,0.004187605,0,0.041876047,0,0.058882907,0.038732394,0.05952381,0.061986864,0.051607445,0.067096466,1356,0.966076696,0.022861357,0,0.010324484,0.022123894,0,0.000737463,0.490412979,0.509587021,0.070058997,0.078171091,0.09660767,0.112094395,0.159292035,0.154867257,0.1320059,0.178466077,11504,26.2,55.2,1305,2.18,38.5,11504,26.2,55.2,1305,2.18,38.5,11504,26.2,55.2,1305,2.18,38.5,11504,26.2,55.2,1305,2.18,38.5
1797,15045,0.004155125,0.003601108,0.131578947,0.255401662,0.021606648,0,0.045152355,0,0,0.004155125,0,0.066759003,0,0.066860899,0.017769608,0.065284653,0.079568491,0.068315665,0.065362451,3885,0.997168597,0.001801802,0,0.001029601,0.001801802,0,0,0.477477477,0.522522523,0.063063063,0.083912484,0.111454311,0.115315315,0.152638353,0.162676963,0.152123552,0.12972973,11027.42023,23.1,53.39226978,3855,2.679805447,26.09250324,11027.42023,23.1,53.39226978,3855,2.679805447,26.09250324,11027.42023,23.1,53.39226978,3855,2.679805447,26.09250324,11027.42023,23.1,53.39226978,3855,2.679805447,26.09250324
1798,15046,0.003734372,0.016236402,0.160578016,0.258970612,0.01899659,0,0.048709206,0,0,0.005845105,0,0.069491801,0,0.081773328,0.033615819,0.074667744,0.101140596,0.064943527,0.098676556,7406,0.962192817,0.015122873,0.001080205,0.011477181,0.014447745,0,0.010126924,0.493383743,0.506616257,0.119497705,0.088846881,0.127464218,0.149068323,0.150013503,0.122198218,0.10626519,0.098163651,10304.58651,28,47.13899703,7398,2.384083536,32.05400108,10304.58651,28,47.13899703,7398,2.384083536,32.05400108,10304.58651,28,47.13899703,7398,2.384083536,32.05400108,10304.58651,28,47.13899703,7398,2.384083536,32.05400108
1799,15047,0.01108156,0.010638298,0.197695035,0.237588652,0.023049645,0,0.042109929,0,0,0.005762411,0,0.052748227,0,0.060175794,0.022536688,0.056422018,0.070537634,0.048394097,0.072902016,2530,0.990513834,0.001976285,0,0.007114625,0.001976285,0,0.000395257,0.498023715,0.501976285,0.080237154,0.070750988,0.103162055,0.14229249,0.145849802,0.161264822,0.137944664,0.130039526,10764.2502,23.6,52.62257806,2498,2.598835068,27.5704964,10764.2502,23.6,52.62257806,2498,2.598835068,27.5704964,10764.2502,23.6,52.62257806,2498,2.598835068,27.5704964,10764.2502,23.6,52.62257806,2498,2.598835068,27.5704964
1800,15048,0.007863181,0.008452919,0.203656379,0.206408492,0.029683507,0,0.062119127,0,0,0.013563987,0,0.045016709,0,0.08110883,0.030672579,0.074976122,0.100784314,0.073417722,0.089016137,6200,0.963870968,0.010967742,0.001451613,0.021774194,0.00983871,0,0.001935484,0.497096774,0.502903226,0.13516129,0.071290323,0.141451613,0.187419355,0.125322581,0.121290323,0.098225806,0.079354839,12696.18193,31,45.76956035,6255,2.368936851,33.21451639,12696.18193,31,45.76956035,6255,2.368936851,33.21451639,12696.18193,31,45.76956035,6255,2.368936851,33.21451639,12696.18193,31,45.76956035,6255,2.368936851,33.21451639
1801,15049,0.006554307,0.004681648,0.11329588,0.31835206,0.015917603,0,0.031835206,0,0,0.002808989,0,0.178838951,0,0.059159378,0.024305556,0.05952381,0.066367265,0.060693642,0.057598039,1226,0.97634584,0.018760196,0,0.004078303,0.017944535,0,0.000815661,0.477977162,0.522022838,0.078303426,0.066068515,0.118270799,0.128058728,0.137030995,0.151712887,0.138662316,0.152528548,11060.55725,25.25,53.34597116,1179,2.202332485,35.59194232,11060.55725,25.25,53.34597116,1179,2.202332485,35.59194232,11060.55725,25.25,53.34597116,1179,2.202332485,35.59194232,11060.55725,25.25,53.34597116,1179,2.202332485,35.59194232
1802,15050,0.008660508,0.008083141,0.184180139,0.184757506,0.015011547,0,0.045612009,0,0,0.005196305,0,0.052540416,0,0.050382465,0.009803922,0.051236045,0.056552474,0.055643879,0.043816138,1932,0.981884058,0.013975155,0.000517598,0.003623188,0.013457557,0,0,0.514492754,0.485507246,0.06884058,0.074016563,0.10300207,0.130434783,0.176501035,0.144927536,0.130434783,0.146480331,10402.41929,22.45,53.64381551,1908,2.750628931,28.00733753,10402.41929,22.45,53.64381551,1908,2.750628931,28.00733753,10402.41929,22.45,53.64381551,1908,2.750628931,28.00733753,10402.41929,22.45,53.64381551,1908,2.750628931,28.00733753
1803,15051,0.010336486,0.007257532,0.214427095,0.16538377,0.021332747,0,0.040686167,0,0,0.015614691,0,0.058720035,0,0.107628004,0.031310212,0.12185597,0.11298633,0.091094771,0.124946513,5245,0.989513823,0.003241182,0.000762631,0.005719733,0.003241182,0,0.000762631,0.484461392,0.515538608,0.103717827,0.067111535,0.12049571,0.163584366,0.151572927,0.146806482,0.112488084,0.101429933,12370.27892,26.25,49.46088625,5213,2.332016114,29.87953194,12370.27892,26.25,49.46088625,5213,2.332016114,29.87953194,12370.27892,26.25,49.46088625,5213,2.332016114,29.87953194,12370.27892,26.25,49.46088625,5213,2.332016114,29.87953194
1804,15052,0.004422604,0.005896806,0.214496314,0.212039312,0.023341523,0,0.052579853,0,0,0.006142506,0,0.043734644,0,0.0970656,0.030739673,0.101470588,0.110467921,0.064001903,0.131429278,4657,0.981533176,0.006227185,0.005797724,0.003435688,0.005797724,0,0.003006227,0.48529096,0.51470904,0.082671248,0.084818553,0.114236633,0.131844535,0.147519863,0.156323814,0.142795791,0.10886837,9545.721315,26,51.50256913,4593,2.573335511,28.55153494,9545.721315,26,51.50256913,4593,2.573335511,28.55153494,9545.721315,26,51.50256913,4593,2.573335511,28.55153494,9545.721315,26,51.50256913,4593,2.573335511,28.55153494
1805,15053,0.005891016,0.005757129,0.189985272,0.188378632,0.021823537,0,0.034275003,0,0,0.011112599,0,0.077788191,0,0.079226625,0.017550319,0.06783261,0.103888889,0.060447375,0.098630595,8556,0.990416082,0.002220664,0.000467508,0.004791959,0.00198691,0,0.002103787,0.481884058,0.518115942,0.087657784,0.084034596,0.110799439,0.12973352,0.154628331,0.148901356,0.134408602,0.110448808,10520.37906,26.9,50.85290767,8426,2.493914075,29.30439117,10520.37906,26.9,50.85290767,8426,2.493914075,29.30439117,10520.37906,26.9,50.85290767,8426,2.493914075,29.30439117,10520.37906,26.9,50.85290767,8426,2.493914075,29.30439117
1806,15054,0.010532935,0.008111932,0.185253891,0.153592202,0.029712309,0,0.057695331,0,0,0.014243044,0,0.049143216,0,0.099072834,0.040223974,0.100130116,0.11334465,0.075475484,0.121830096,39080,0.977047083,0.006192426,0.001688843,0.011438076,0.00524565,2.56E-05,0.003607984,0.483725691,0.516274309,0.145240532,0.074206755,0.144703173,0.188766633,0.141760491,0.111105425,0.086566018,0.068142272,12030.60483,26.9,44.2554931,38958,2.387309667,27.70830381,12030.60483,26.9,44.2554931,38958,2.387309667,27.70830381,12030.60483,26.9,44.2554931,38958,2.387309667,27.70830381,12030.60483,26.9,44.2554931,38958,2.387309667,27.70830381
1807,15055,0.011246064,0.015069726,0.207377418,0.158569501,0.022717049,0,0.047008547,0,0,0.010121457,0,0.059379217,0,0.098417409,0.045715778,0.101380913,0.107246377,0.085634768,0.111901536,5079,0.990352432,0.003150226,0.000984446,0.004922229,0.002953337,0.000196889,0.000393778,0.485134869,0.514865131,0.092537901,0.073045875,0.122661941,0.151998425,0.143729081,0.14609175,0.131718842,0.105532585,12518.42308,27.1,50.34047761,5025,2.340234826,29.81124378,12518.42308,27.1,50.34047761,5025,2.340234826,29.81124378,12518.42308,27.1,50.34047761,5025,2.340234826,29.81124378,12518.42308,27.1,50.34047761,5025,2.340234826,29.81124378
1808,15056,0.005520926,0.009082814,0.21015138,0.241139804,0.027426536,0,0.050400712,0,0,0.006945681,0,0.051469279,0,0.092572723,0.039874552,0.082258366,0.118366613,0.080417066,0.104601518,6827,0.96836092,0.009374542,0.002490113,0.013915336,0.008202724,0,0.005859089,0.48366779,0.51633221,0.125238025,0.085689175,0.118939505,0.179581075,0.13607734,0.112494507,0.107367804,0.094184854,10367.12483,24.9,46.75254838,6769,2.575662579,27.2636874,10367.12483,24.9,46.75254838,6769,2.575662579,27.2636874,10367.12483,24.9,46.75254838,6769,2.575662579,27.2636874,10367.12483,24.9,46.75254838,6769,2.575662579,27.2636874
1809,15057,0.006872568,0.007534984,0.185393724,0.234743728,0.029146311,0,0.044464685,0,0,0.010847065,0,0.067980459,0,0.078386226,0.03045007,0.085080119,0.086118302,0.064802336,0.091648392,14263,0.976091986,0.007361705,0.00140223,0.009675384,0.006380144,0,0.005468695,0.479492393,0.520507607,0.114351819,0.085045222,0.125850102,0.160344948,0.151090233,0.12816378,0.111897918,0.081259202,11307.04323,25.55,47.07618645,14202,2.523554429,26.76056893,11307.04323,25.55,47.07618645,14202,2.523554429,26.76056893,11307.04323,25.55,47.07618645,14202,2.523554429,26.76056893,11307.04323,25.55,47.07618645,14202,2.523554429,26.76056893
1810,15058,0.009074158,0.005284567,0.207175886,0.204255467,0.04133783,0,0.063727706,0,0,0.018913187,0,0.04971665,0,0.073975445,0.020184457,0.075022262,0.08917456,0.065501258,0.082039294,36075,0.961884962,0.013416493,0.001940402,0.021538462,0.011614692,2.77E-05,0.001191961,0.481801802,0.518198198,0.149383229,0.084878725,0.116590437,0.179404019,0.154899515,0.119168399,0.085405405,0.061094941,16443.08027,33,43.86236571,36302,2.667267919,23.87636494,16443.08027,33,43.86236571,36302,2.667267919,23.87636494,16443.08027,33,43.86236571,36302,2.667267919,23.87636494,16443.08027,33,43.86236571,36302,2.667267919,23.87636494
1811,15059,0.008309708,0.01622837,0.176850132,0.261315867,0.025222407,0,0.046925408,0,0,0.007429856,0,0.075960504,0,0.086588295,0.020395658,0.079692557,0.111802141,0.051847662,0.121726417,12674,0.956367366,0.009231498,0.001735837,0.020435537,0.008836989,0,0.012229762,0.488401452,0.511598548,0.134764084,0.078428278,0.141628531,0.168376203,0.133975067,0.12663721,0.102019883,0.074246489,11039.41652,24.4,45.65092137,12590,2.683770453,24.53540111,11039.41652,24.4,45.65092137,12590,2.683770453,24.53540111,11039.41652,24.4,45.65092137,12590,2.683770453,24.53540111,11039.41652,24.4,45.65092137,12590,2.683770453,24.53540111
1812,15060,0.009879067,0.011241696,0.193323114,0.224833929,0.03099983,0,0.059785386,0,0,0.011752683,0,0.07000511,0,0.069347206,0.02011079,0.067201903,0.086956522,0.046005936,0.092907386,7500,0.954666667,0.023333333,0.001333333,0.0152,0.022666667,0,0.005466667,0.4944,0.5056,0.1564,0.0912,0.1488,0.1916,0.156666667,0.0924,0.0604,0.053733333,11452.14103,26.2,41.80714476,7502,2.676193015,26.32499334,11452.14103,26.2,41.80714476,7502,2.676193015,26.32499334,11452.14103,26.2,41.80714476,7502,2.676193015,26.32499334,11452.14103,26.2,41.80714476,7502,2.676193015,26.32499334
1813,15061,0.008545349,0.010293261,0.172072247,0.248203535,0.022140221,0,0.048358905,0,0,0.007574286,0,0.057681103,0,0.094349568,0.035087719,0.098396283,0.102090493,0.088220165,0.100789019,5671,0.970022924,0.020807618,0.000881679,0.007758773,0.018867925,0,0.000529007,0.477517193,0.522482807,0.067889261,0.071768648,0.097513666,0.130841121,0.153941104,0.157996826,0.13877623,0.15905484,10951.83051,27.1,54.4015535,5729,2.096851108,38.64859487,10951.83051,27.1,54.4015535,5729,2.096851108,38.64859487,10951.83051,27.1,54.4015535,5729,2.096851108,38.64859487,10951.83051,27.1,54.4015535,5729,2.096851108,38.64859487
