"municipio","Votosenblanco","Votosnulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","atur","aturhomesmenors24","aturhomes25_44","aturhomesmes45","aturdonesmenors24","aturdones25_44","aturdonesmajors45","aturagricultura","aturindustria","aturconstruccio","aturserveis","americana","asiatica","europeossinespanyoles","totalpoblacion","españoles","totalunioneuropea","ambosexostotalamericana","totaloceaniayapatridas","totalhombres","totalextranjeros","totalafrica","totalasia","totalmujeres","mujeresespanyolas","hombresespanyoles","menores","edad20_29","edad30_39","edad40_49","edad50_59","edad60_69","edad70_79","mayores80"
24181,7,19,369,298,37,0,168,0,0,37,0,0,0,111,6,20,19,9,25,32,12,11,3,56,5,4,23,1623,1573,23,5,0,822,50,18,4,801,779,794,144,135,159,203,241,189,228,248
24182,7,3,77,99,17,0,40,0,0,18,0,0,0,29,2,2,9,NA,8,8,1,4,4,20,1,0,7,446,438,5,1,0,224,8,0,0,222,216,222,25,34,37,49,64,76,62,91
24183,9,4,163,124,20,0,80,0,0,41,0,0,0,36,1,2,10,2,7,14,2,3,2,27,6,0,10,832,806,9,6,0,438,26,10,0,394,380,426,52,65,79,116,178,116,91,121
24184,0,1,37,37,5,0,14,0,0,11,0,0,0,12,NA,3,4,NA,2,3,3,0,0,9,1,0,7,194,186,2,1,0,109,8,0,0,85,78,108,5,10,15,24,37,27,33,38
24185,1,8,93,88,27,0,55,0,0,19,0,0,0,15,NA,2,8,1,2,2,1,NA,2,11,1,0,2,505,490,2,1,0,253,15,12,0,252,245,245,36,42,57,54,85,81,70,73
24187,11,10,151,211,45,0,69,0,0,43,0,0,0,46,2,11,13,1,9,10,3,5,7,25,3,0,58,978,912,58,3,0,505,66,5,0,473,443,469,64,76,108,136,152,128,112,169
24188,40,52,907,918,155,0,491,0,0,188,0,0,0,284,21,39,46,10,82,86,29,26,7,202,51,13,630,5351,4564,619,51,0,2628,787,93,13,2723,2323,2241,750,548,678,968,776,589,422,383
24189,42,42,1008,964,267,0,958,0,0,376,0,0,0,417,19,68,79,25,117,109,11,32,33,297,61,10,97,7328,7136,89,61,0,3777,192,24,10,3551,3439,3697,1197,690,1231,1402,999,716,402,396
24190,2,0,28,46,2,0,16,0,0,2,0,0,0,5,NA,1,1,NA,1,2,NA,NA,NA,4,0,0,1,155,154,1,0,0,78,1,0,0,77,77,77,6,6,15,20,19,18,24,44
24191,2,1,20,29,3,0,8,0,0,1,0,0,0,7,NA,0,1,1,3,2,NA,2,NA,4,0,0,3,128,121,3,0,0,78,7,4,0,50,47,74,12,6,10,19,16,20,19,20
24193,1,0,87,77,7,0,50,0,0,23,0,0,0,21,2,4,3,NA,6,6,0,0,0,21,2,0,3,386,381,3,2,0,206,5,0,0,180,177,204,11,36,31,60,77,61,40,60
24194,1,1,107,23,4,0,24,0,0,14,0,0,0,4,NA,NA,0,NA,2,2,NA,1,NA,3,4,0,1,279,273,1,4,0,144,6,1,0,135,132,141,10,31,32,37,51,44,32,33
24196,4,23,550,359,66,0,103,0,0,203,0,0,0,128,8,22,26,5,23,44,14,9,7,88,5,0,11,2069,2053,11,5,0,1054,16,0,0,1015,1004,1049,113,184,232,213,424,344,236,274
24197,2,1,154,139,23,0,129,0,0,33,0,0,0,52,1,8,12,1,17,13,0,7,5,37,16,0,2,854,826,2,16,0,436,28,10,0,418,402,424,83,60,88,127,139,125,94,113
24198,6,2,206,61,22,0,26,0,0,22,0,0,0,23,0,4,5,2,5,7,NA,4,2,15,9,0,16,606,581,16,9,0,317,25,0,0,289,278,303,29,46,74,73,91,69,100,110
24199,4,7,85,83,14,0,41,0,0,20,0,0,0,21,1,3,11,NA,1,5,1,3,5,10,2,0,5,439,432,5,2,0,244,7,0,0,195,194,238,29,23,51,40,73,78,67,74
24201,9,7,212,187,37,0,146,0,0,44,0,0,0,42,3,11,16,1,5,6,2,8,3,26,1,1,7,1114,1097,7,1,0,650,17,8,1,464,454,643,61,72,134,132,179,167,170,187
24202,51,69,1938,811,233,0,441,0,0,972,0,0,0,548,24,132,78,10,141,163,26,87,28,363,37,16,175,8620,8376,174,37,1,4241,244,15,16,4379,4262,4114,677,726,1016,1222,1735,1340,703,882
24203,1,0,14,30,3,0,5,0,0,4,0,0,0,5,NA,2,NA,1,1,1,NA,NA,1,4,0,0,0,97,97,0,0,0,56,0,0,0,41,41,56,3,4,7,15,6,11,22,25
24205,6,11,154,241,60,0,116,0,0,72,0,0,0,62,2,11,14,3,16,16,1,6,2,48,14,0,6,1132,1106,6,14,0,588,26,6,0,544,529,577,109,100,157,180,170,157,92,123
24206,11,11,547,258,49,0,135,0,0,83,0,0,0,127,1,23,23,4,26,50,18,18,6,80,5,0,72,1846,1758,71,5,0,907,88,11,0,939,900,858,143,146,212,265,278,276,226,243
24207,2,0,71,69,17,0,33,0,0,15,0,0,0,19,1,2,5,1,6,4,1,3,2,9,4,2,20,327,292,20,4,0,172,35,9,2,155,138,154,15,31,34,46,39,49,65,39
24209,12,15,656,561,91,0,139,0,0,157,0,0,0,206,7,34,62,4,31,68,20,38,13,125,23,3,69,2899,2803,66,23,0,1385,96,1,3,1514,1456,1347,199,219,254,379,464,433,416,435
24210,1,0,134,97,26,0,50,0,0,32,0,0,0,16,1,3,2,NA,5,5,1,1,0,13,0,0,62,613,551,61,0,0,324,62,0,0,289,260,291,18,56,80,81,89,115,75,86
24211,3,1,50,72,11,0,54,0,0,3,0,0,0,9,1,NA,3,NA,3,2,1,NA,2,5,1,0,2,294,284,2,1,0,159,10,7,0,135,129,155,24,25,27,41,38,39,40,57
24212,10,9,244,224,41,0,70,0,0,36,0,0,0,49,3,10,13,2,9,12,2,6,1,38,5,0,32,1126,1069,32,5,1,568,57,19,0,558,539,530,65,102,113,127,159,211,144,178
24213,1,1,34,41,6,0,25,0,0,4,0,0,0,3,1,1,1,NA,NA,NA,1,NA,NA,2,1,0,0,176,173,0,1,0,96,3,2,0,80,78,95,2,10,25,19,24,32,30,30
24214,8,5,190,135,14,0,38,0,0,42,0,0,0,43,1,3,15,NA,9,15,2,3,4,32,4,0,4,687,678,4,4,0,368,9,1,0,319,316,362,37,33,63,76,106,112,112,139
24215,0,1,17,50,7,0,30,0,0,5,0,0,0,4,NA,1,1,NA,1,1,NA,NA,NA,3,2,0,1,164,161,1,2,0,85,3,0,0,79,78,83,8,16,11,29,29,15,21,32
24216,4,8,112,198,19,0,72,0,0,25,0,0,0,37,NA,7,12,2,9,7,1,5,5,21,0,0,5,715,710,3,0,0,378,5,0,0,337,333,377,32,39,56,59,114,98,142,158
24217,0,0,21,42,7,0,13,0,0,4,0,0,0,5,NA,1,3,NA,1,0,1,NA,NA,4,1,0,1,143,141,1,1,0,81,2,0,0,62,61,80,7,9,10,19,26,18,15,36
24218,3,2,97,93,17,0,50,0,0,23,0,0,0,20,NA,2,5,NA,4,9,1,0,2,15,1,0,2,488,479,2,1,0,258,9,6,0,230,226,253,32,26,55,61,75,90,55,83
24219,7,5,96,125,10,0,54,0,0,27,0,0,0,20,2,6,8,1,0,3,NA,5,3,11,1,0,3,541,537,3,1,0,296,4,0,0,245,244,293,42,37,51,70,86,81,69,93
24221,9,7,123,147,37,0,124,0,0,26,0,0,0,41,4,7,11,2,7,10,2,8,3,21,4,0,10,870,839,10,4,0,446,31,17,0,424,413,426,76,64,95,123,135,125,112,107
24222,99,143,3135,2158,786,0,2082,0,0,1161,0,0,0,1137,53,200,190,46,315,333,17,85,69,844,193,16,230,18638,18161,203,193,1,9230,477,37,16,9408,9129,9032,3313,1456,2699,4164,2730,1618,1022,755
24223,40,22,541,552,89,0,248,0,0,163,0,0,0,121,2,19,40,3,20,37,11,17,13,74,24,7,29,2974,2849,20,24,0,1459,125,65,7,1515,1452,1397,301,258,337,386,447,388,338,420
24224,5,6,113,138,19,0,52,0,0,31,0,0,0,21,1,3,8,0,2,7,NA,5,4,11,3,0,16,611,592,16,3,0,325,19,0,0,286,275,317,20,53,48,54,120,104,72,134
24225,5,10,175,223,34,0,128,0,0,59,0,0,0,50,1,9,12,2,9,17,2,3,3,38,8,0,11,1121,1084,10,8,0,588,37,18,0,533,518,566,82,88,114,182,203,145,112,165
24226,1,0,26,53,5,0,24,0,0,2,0,0,0,6,NA,1,4,0,1,0,2,NA,NA,3,4,0,0,199,195,0,4,0,116,4,0,0,83,82,113,5,14,15,27,38,23,31,44
24227,13,4,244,315,65,0,237,0,0,70,0,0,0,115,6,19,26,9,26,29,3,8,10,78,7,2,26,1852,1781,26,7,0,975,71,36,2,877,840,941,200,129,212,320,262,259,206,188
24228,2,6,70,165,9,0,63,0,0,31,0,0,0,20,NA,5,5,NA,2,8,0,3,0,13,1,0,9,665,649,9,1,0,353,16,6,0,312,305,344,15,49,55,70,119,108,94,141
24229,2,6,67,119,15,0,37,0,0,12,0,0,0,14,1,3,5,NA,3,2,3,NA,0,10,0,0,0,419,413,0,0,0,244,6,6,0,175,173,240,23,15,47,38,58,77,76,69
24230,3,3,83,113,13,0,30,0,0,16,0,0,0,12,1,2,4,NA,3,2,1,1,1,9,0,0,4,427,419,4,0,0,240,8,4,0,187,183,236,11,28,28,65,61,65,67,98
24901,4,4,191,123,26,0,77,0,0,58,0,0,0,38,0,8,12,2,9,7,NA,7,3,25,2,5,7,949,930,7,2,0,483,19,5,5,466,454,476,64,74,113,142,154,142,106,126
24902,0,0,82,77,16,0,39,0,0,14,0,0,0,6,NA,1,2,NA,1,2,0,NA,1,5,3,0,6,356,347,6,3,0,183,9,0,0,173,170,177,15,21,41,43,44,49,77,62
25001,1,0,9,4,2,37,0,24,0,11,0,0,14,10,NA,NA,4,1,1,4,NA,2,NA,8,0,0,23,179,156,21,0,0,96,23,0,0,83,72,84,19,15,19,32,28,23,16,19
25002,4,1,32,10,4,114,9,88,0,13,0,0,44,15,1,3,4,1,3,3,NA,1,1,13,13,2,52,588,515,51,13,0,320,73,6,2,268,230,285,49,48,65,86,104,80,64,72
25003,15,16,264,117,79,928,111,765,0,137,0,0,128,201,8,26,39,5,37,86,24,46,16,98,87,26,408,5371,4457,371,87,0,2689,914,393,26,2682,2236,2221,838,545,676,857,820,581,358,428
25004,3,5,40,6,12,158,26,117,0,33,0,0,30,23,1,7,5,2,2,6,2,1,1,18,8,5,104,819,685,103,8,0,412,134,17,5,407,335,350,116,91,127,110,116,90,71,61
25005,3,0,22,9,2,67,1,59,0,12,0,0,18,8,NA,1,4,NA,1,2,1,1,1,4,2,0,8,329,319,5,2,0,171,10,0,0,158,154,165,39,31,27,45,49,54,40,31
25006,2,0,45,19,4,76,9,44,0,13,0,0,17,12,0,2,3,1,2,4,1,1,3,7,1,0,5,369,360,5,1,0,194,9,3,0,175,171,189,32,36,36,57,59,44,48,40
25007,12,11,125,35,41,328,67,197,0,104,0,0,73,91,3,15,17,5,21,30,15,4,5,63,47,3,323,2221,1753,312,47,0,1150,468,95,3,1071,870,883,372,258,378,427,316,170,104,87
25008,4,4,69,73,12,325,7,218,0,31,0,0,57,43,2,8,8,3,9,13,10,3,3,23,8,0,132,1556,1298,130,8,0,855,258,118,0,701,616,682,211,154,201,264,210,188,139,120
25009,1,6,57,34,9,175,12,117,0,14,0,0,21,25,NA,4,6,NA,7,8,3,5,1,14,1,0,23,764,706,23,1,0,389,58,34,0,375,348,358,108,52,82,116,102,96,99,78
25010,0,2,5,1,3,66,0,36,0,8,0,0,17,6,NA,NA,1,0,1,4,0,NA,NA,5,1,0,1,235,232,1,1,0,119,3,1,0,116,115,117,31,20,19,42,38,20,32,24
25011,21,24,391,247,106,1297,197,683,0,273,0,0,246,674,19,110,120,34,223,168,142,25,21,472,169,27,1601,9514,6638,1560,169,1,4957,2876,1078,27,4557,3245,3393,1763,1029,1648,1820,1246,690,465,393
25012,17,7,230,88,89,469,76,278,0,196,0,0,84,150,6,35,27,5,35,42,31,14,7,92,30,10,256,3420,2960,248,30,0,1775,460,164,10,1645,1441,1519,603,342,600,626,478,307,179,140
25013,13,16,342,116,47,421,69,216,0,105,0,0,69,233,18,55,54,10,56,40,98,10,18,76,1,21,86,2797,2491,85,1,0,1459,306,198,21,1338,1239,1252,359,278,332,400,414,344,248,260
25014,0,6,8,2,0,82,0,60,0,7,0,0,19,6,0,2,1,0,1,2,NA,1,1,3,2,0,11,312,282,11,2,0,162,30,17,0,150,131,151,40,28,43,39,52,35,35,32
25015,3,1,13,13,2,88,6,72,0,21,0,0,12,9,NA,0,5,1,2,1,3,NA,1,5,2,0,10,386,369,8,2,0,206,17,5,0,180,173,196,30,30,49,44,47,55,63,58
25016,3,5,183,65,25,533,36,371,0,86,0,0,95,149,3,40,40,3,34,29,32,12,14,88,14,12,216,2971,2502,207,14,0,1562,469,227,12,1409,1244,1258,419,264,406,487,395,372,243,227
25017,0,1,14,4,0,64,1,61,0,10,0,0,18,5,NA,2,1,NA,1,1,0,NA,NA,5,0,0,9,276,267,9,0,0,144,9,0,0,132,126,141,30,18,24,45,47,27,28,45
25019,19,31,479,270,109,778,138,549,0,326,0,0,125,218,8,35,46,4,59,66,46,21,15,120,72,21,464,6791,5504,450,72,0,3584,1287,730,21,3207,2737,2767,964,722,936,1113,981,715,516,517
25020,2,1,14,13,4,63,6,77,0,9,0,0,12,7,NA,1,1,1,3,1,1,0,0,6,2,0,19,307,286,18,2,0,172,21,0,0,135,127,159,7,28,32,32,53,60,42,45
25021,17,6,273,83,34,628,33,361,0,108,0,0,110,150,7,26,50,7,23,37,40,16,19,66,43,7,147,3398,3011,141,43,0,1791,387,190,7,1607,1482,1529,443,323,458,536,494,421,276,301
25022,0,1,4,4,0,35,0,29,0,3,0,0,4,2,NA,NA,NA,2,NA,0,NA,1,NA,1,1,0,11,130,118,11,1,0,74,12,0,0,56,51,67,11,4,10,22,23,15,20,19
25023,24,16,432,245,153,1096,199,703,0,279,0,0,180,166,13,26,33,6,36,52,17,14,11,120,46,14,228,6255,5831,205,46,0,3134,424,136,14,3121,2933,2898,1183,660,734,1073,1007,625,349,259
25024,0,1,24,1,0,103,1,72,0,6,0,0,39,9,NA,5,2,NA,1,1,NA,1,NA,7,3,0,12,405,390,11,3,0,231,15,0,0,174,167,223,34,47,57,43,85,61,33,33
25025,15,11,199,131,56,153,81,91,0,117,0,0,36,35,1,8,3,1,16,6,NA,1,1,33,49,5,83,1803,1659,68,49,0,935,144,7,5,868,786,873,252,167,268,374,286,207,97,74
25027,3,5,31,28,35,274,13,236,0,33,0,0,34,56,1,9,17,NA,16,13,16,8,4,27,0,0,132,1363,1187,128,0,0,682,176,44,0,681,604,583,222,101,177,222,185,144,145,111
25029,4,5,119,63,7,459,13,340,0,76,0,0,99,71,2,14,26,2,10,17,26,7,10,26,10,0,272,2144,1843,268,10,0,1100,301,19,0,1044,909,934,248,234,262,271,333,249,233,225
25030,0,0,3,0,1,29,2,27,0,4,0,0,9,11,NA,2,5,NA,1,3,NA,2,2,7,4,0,10,157,143,9,4,0,87,14,0,0,70,61,82,17,14,14,26,24,20,14,22
25031,0,0,4,7,6,5,5,3,0,1,0,0,1,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0,2,65,63,2,0,0,42,2,0,0,23,22,41,5,12,11,10,8,12,4,2
25032,0,1,3,0,1,25,0,12,0,4,0,0,5,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,0,0,84,83,0,1,0,48,1,0,0,36,35,48,15,4,12,17,11,11,6,5
25033,5,7,68,19,16,341,27,213,0,65,0,0,75,40,1,4,13,1,5,16,8,3,4,23,8,0,75,1504,1342,70,8,0,789,162,79,0,715,655,687,197,160,146,274,256,150,107,131
25034,12,16,87,68,31,642,51,508,0,64,0,0,128,119,6,14,33,2,32,32,21,19,10,62,142,3,449,3432,2716,364,142,1,1766,716,121,3,1666,1331,1385,493,360,416,553,479,391,291,270
25035,0,1,25,9,12,93,8,68,0,22,0,0,16,13,2,NA,2,1,3,5,1,2,2,6,1,0,1,406,404,1,1,0,216,2,0,0,190,190,214,36,39,45,59,64,68,45,43
25036,1,0,26,13,3,34,5,23,0,6,0,0,13,2,1,0,1,NA,0,0,0,NA,NA,2,4,0,7,224,209,7,4,0,113,15,4,0,111,105,104,24,21,21,35,34,22,34,23
25037,4,1,17,23,1,90,5,91,0,10,0,0,27,6,NA,1,2,NA,1,2,0,NA,1,5,7,2,14,449,417,13,7,0,259,32,9,2,190,171,246,52,31,46,63,69,58,64,56
25038,10,9,99,137,32,313,41,314,0,63,0,0,34,177,7,34,31,12,43,50,38,2,6,130,17,4,208,2591,1748,207,17,0,1358,843,614,4,1233,857,891,390,242,360,431,317,254,237,235
25039,7,1,22,8,3,56,1,48,0,24,0,0,27,16,0,5,6,1,1,3,1,2,NA,13,4,0,25,335,303,22,4,0,182,32,3,0,153,140,163,41,20,36,42,69,53,23,35
25040,57,54,1186,469,222,2281,306,1418,0,536,0,0,451,1166,46,187,233,55,328,317,172,82,84,718,238,130,1554,17162,13271,1485,238,1,8746,3891,1968,130,8416,6787,6484,2955,1911,2304,2830,2388,1632,1162,1090
25041,4,5,39,15,3,149,10,91,0,21,0,0,32,28,1,9,4,0,4,10,12,1,0,14,8,2,148,878,615,144,8,0,467,263,105,2,411,299,316,104,95,112,145,106,97,83,86
25042,5,0,14,10,1,40,2,63,0,5,0,0,8,4,NA,NA,1,NA,1,2,NA,NA,NA,4,0,0,5,237,228,4,0,0,121,9,4,0,116,111,117,16,22,25,24,42,34,31,32
25043,2,3,39,15,9,256,3,116,0,65,0,0,74,29,1,6,5,2,5,10,1,2,2,24,32,1,37,1021,936,33,32,0,546,85,15,1,475,427,509,133,90,152,188,167,119,68,70
25044,0,2,9,16,4,28,5,52,0,12,0,0,14,3,NA,NA,NA,NA,1,2,NA,2,NA,1,5,0,15,224,204,15,5,0,112,20,0,0,112,101,103,21,21,29,28,35,28,24,25
25045,2,0,6,4,0,6,0,1,0,3,0,0,2,2,NA,NA,1,NA,1,0,NA,0,NA,2,0,0,2,58,56,2,0,0,30,2,0,0,28,28,28,2,6,3,13,5,9,9,10
25046,4,5,27,21,7,117,3,67,0,23,0,0,56,14,NA,2,6,0,3,3,2,2,1,9,3,0,32,525,466,27,3,0,269,59,24,0,256,233,233,53,64,32,52,107,58,69,65
25047,14,9,64,36,4,333,16,193,0,24,0,0,43,28,NA,10,3,0,8,7,6,6,3,13,15,1,30,1230,1145,29,15,0,627,85,39,1,603,576,569,156,107,131,187,187,154,122,128
25048,13,13,145,53,29,436,34,320,0,87,0,0,64,92,4,19,15,4,29,21,20,9,3,54,20,8,201,2315,1973,195,20,0,1139,342,113,8,1176,1008,965,335,241,275,372,337,258,181,193
25049,1,1,13,7,5,33,2,34,0,2,0,0,12,4,NA,1,2,NA,1,0,1,NA,2,1,0,0,4,185,180,1,0,0,89,5,1,0,96,93,87,20,21,21,26,26,20,19,22
25050,20,11,229,91,41,915,50,553,0,146,0,0,191,224,10,38,58,5,59,54,36,25,10,136,54,85,378,5133,3973,365,54,0,2705,1160,643,85,2428,1995,1978,792,567,748,853,720,506,354,334
25051,6,7,111,32,33,382,34,262,0,61,0,0,128,52,4,7,6,1,18,16,1,2,2,47,24,15,78,1937,1803,73,24,0,1009,134,17,15,928,865,938,273,169,214,361,284,238,183,136
25052,7,7,98,43,18,516,18,327,0,60,0,0,81,84,3,8,32,1,17,23,24,8,4,47,12,4,342,2255,1833,313,12,0,1149,422,64,4,1106,929,904,307,208,272,376,316,223,201,252
25053,7,8,92,48,17,304,24,216,0,52,0,0,45,41,3,3,12,1,9,13,4,5,2,28,8,6,49,1499,1365,48,8,0,781,134,71,6,718,673,692,234,147,192,302,232,131,102,67
25055,0,0,10,12,0,25,3,41,0,7,0,0,15,3,NA,NA,1,NA,2,0,NA,1,NA,2,2,0,2,176,172,1,2,0,94,4,0,0,82,80,92,9,14,18,21,35,26,26,22
25056,0,0,9,3,0,57,3,52,0,10,0,0,10,5,NA,0,2,NA,1,2,1,1,NA,3,0,0,4,247,231,4,0,0,133,16,12,0,114,113,118,17,12,22,30,40,40,32,51
25057,4,2,24,9,15,28,19,16,0,23,0,0,7,7,0,2,0,NA,3,2,NA,NA,1,6,3,1,7,259,247,7,3,0,144,12,1,1,115,108,139,34,19,44,54,45,28,15,15
25058,13,13,262,127,62,1079,95,976,0,159,0,0,256,270,11,46,75,6,56,76,43,32,19,161,66,24,398,6087,5260,361,66,1,3105,827,338,24,2982,2606,2654,921,582,809,941,857,702,514,452
25059,5,12,158,94,24,80,65,31,0,54,0,0,11,21,0,3,7,1,5,5,1,NA,4,16,25,11,68,1109,978,67,25,0,542,131,27,11,567,499,479,151,114,160,171,178,123,82,81
25060,0,0,0,2,1,11,2,14,0,7,0,0,5,2,0,NA,1,NA,NA,1,NA,NA,NA,2,2,0,1,75,72,1,2,0,36,3,0,0,39,38,34,4,7,9,9,14,7,10,13
25061,0,0,2,0,2,20,1,21,0,2,0,0,3,2,0,1,1,NA,NA,NA,NA,1,NA,1,1,2,3,92,85,2,1,0,49,7,1,2,43,38,47,6,9,10,13,12,18,11,11
25062,4,7,36,14,10,198,19,116,0,43,0,0,46,27,2,4,6,2,4,9,1,6,1,17,2,0,26,817,786,26,2,0,410,31,3,0,407,392,394,89,51,107,122,117,134,84,96
25063,0,1,16,7,1,11,6,7,0,2,0,0,1,7,NA,1,1,NA,3,2,NA,NA,NA,7,2,0,2,107,103,2,2,0,57,4,0,0,50,49,54,9,9,7,21,20,16,10,11
25064,0,0,4,3,2,25,1,25,0,2,0,0,16,0,NA,NA,0,NA,0,0,NA,NA,0,0,4,0,0,134,130,0,4,0,67,4,0,0,67,64,66,27,6,11,26,14,18,9,14
25067,8,6,55,41,23,148,20,133,0,34,0,0,29,34,1,2,14,1,5,11,8,5,3,17,8,0,81,960,826,79,8,0,511,134,45,0,449,397,429,116,90,118,161,156,111,89,91
25068,0,1,28,9,9,117,6,150,0,14,0,0,24,25,1,5,6,2,5,6,10,2,NA,12,2,4,13,683,629,13,2,0,361,54,35,4,322,302,327,90,50,83,95,93,83,79,72
25069,0,2,13,10,1,146,7,91,0,15,0,0,11,22,NA,2,7,0,3,10,3,2,4,13,7,0,35,536,488,24,7,0,288,48,6,0,248,231,257,62,42,70,76,76,67,50,72
25070,11,2,51,24,12,233,10,187,0,31,0,0,50,36,2,4,15,0,8,7,4,0,8,21,6,0,26,1003,935,21,6,0,506,68,36,0,497,469,466,119,76,126,129,150,131,114,114
25071,0,1,0,1,0,14,0,7,0,0,0,0,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,2,47,45,2,0,0,29,2,0,0,18,17,28,3,1,6,3,10,9,7,8
25072,30,28,545,249,109,1260,228,934,0,312,0,0,310,416,19,51,99,11,126,110,22,77,34,248,149,69,452,9180,7242,321,149,0,4670,1938,1268,69,4510,3639,3603,1569,1001,1180,1475,1396,876,596,515
25073,2,0,21,8,7,176,5,104,0,27,0,0,24,28,0,1,9,NA,5,13,2,5,2,19,12,0,12,640,616,8,12,0,336,24,0,0,304,293,323,57,51,73,86,99,85,80,80
25074,2,4,15,8,2,68,5,34,0,7,0,0,9,6,NA,2,2,NA,1,1,2,NA,0,4,2,0,0,208,205,0,2,0,111,3,1,0,97,96,109,21,15,19,38,24,32,25,26
25075,0,0,9,2,1,35,0,30,0,8,0,0,15,6,NA,0,1,NA,2,3,NA,NA,1,5,0,0,4,157,153,4,0,0,82,4,0,0,75,74,79,20,23,24,17,27,14,17,6
25076,0,0,6,2,0,37,2,31,0,4,0,0,9,3,NA,NA,NA,NA,1,2,NA,NA,NA,3,6,0,3,158,147,3,6,0,88,11,2,0,70,65,82,10,16,15,17,22,29,18,25
25077,1,0,34,9,6,111,4,81,0,23,0,0,41,17,0,6,7,0,2,2,1,3,4,9,12,0,35,550,501,29,12,0,285,49,2,0,265,239,262,65,59,62,72,84,82,56,53
25078,7,3,45,36,12,355,17,177,0,37,0,0,51,37,1,4,15,1,6,10,16,3,1,17,9,0,45,1444,1254,43,9,0,787,190,136,0,657,619,635,232,116,197,287,190,133,130,94
25079,0,0,7,8,1,70,7,90,0,8,0,0,11,4,NA,1,1,NA,1,1,1,0,NA,3,10,0,18,343,311,14,10,0,180,32,4,0,163,146,165,29,43,38,29,63,53,29,52
25081,3,2,20,9,0,72,0,49,0,15,0,0,24,6,NA,2,3,NA,0,1,NA,NA,1,5,3,0,9,341,320,9,3,0,171,21,9,0,170,162,158,33,29,40,46,42,53,50,39
25082,2,0,15,4,3,106,0,48,0,8,0,0,6,10,NA,1,2,NA,4,3,NA,NA,NA,10,3,0,19,364,338,19,3,0,193,26,4,0,171,157,181,42,27,43,53,81,51,26,21
25085,2,1,7,13,4,28,6,37,0,2,0,0,9,2,NA,NA,NA,0,1,1,NA,NA,NA,2,0,0,0,162,162,0,0,0,85,0,0,0,77,77,85,18,16,18,22,22,22,22,15
25086,3,3,34,4,6,168,3,111,0,24,0,0,54,35,NA,10,6,0,10,9,0,1,2,32,37,0,107,772,610,107,37,0,364,162,18,0,408,312,298,98,73,124,135,145,66,43,47
25087,0,0,6,0,0,10,0,15,0,2,0,0,12,1,NA,0,1,NA,0,NA,NA,NA,0,1,0,0,0,70,66,0,0,0,37,4,4,0,33,31,35,10,5,10,9,17,10,1,7
25088,0,0,2,2,2,21,0,43,0,3,0,0,0,2,NA,0,NA,NA,1,1,NA,1,0,1,0,0,3,118,115,1,0,0,68,3,0,0,50,48,67,16,4,6,21,19,13,19,13
25089,1,2,5,0,1,15,1,14,0,7,0,0,24,3,NA,NA,0,NA,2,1,1,NA,0,2,0,0,9,116,107,9,0,0,65,9,0,0,51,46,61,14,13,12,20,19,18,10,6
25092,0,1,5,1,2,32,0,30,0,7,0,0,14,5,NA,0,1,NA,NA,4,0,1,NA,4,5,0,3,147,139,3,5,0,79,8,0,0,68,63,76,11,9,11,18,32,24,12,22
25093,5,12,42,25,14,142,18,149,0,25,0,0,17,21,2,3,4,0,4,8,3,5,NA,13,8,0,11,784,746,8,8,0,387,38,19,0,397,377,369,111,82,96,140,118,101,60,46
25094,2,3,4,10,0,25,0,39,0,3,0,0,8,4,0,NA,1,0,2,1,NA,NA,1,3,0,0,30,186,155,30,0,0,108,31,1,0,78,61,94,24,9,26,34,21,19,26,21
25096,2,6,42,34,10,240,18,173,0,27,0,0,39,81,NA,24,13,2,27,15,37,7,9,25,4,0,56,1248,1084,54,4,1,619,164,103,0,629,561,523,204,105,157,183,163,143,106,121
25097,2,0,2,7,1,42,2,12,0,3,0,0,0,3,NA,1,1,NA,NA,1,0,NA,1,1,0,0,0,85,85,0,0,0,44,0,0,0,41,41,44,1,5,8,10,17,17,11,14
25098,1,2,21,1,2,56,0,52,0,7,0,0,18,6,NA,1,2,NA,0,3,NA,NA,NA,6,2,0,6,261,252,5,2,0,129,9,1,0,132,127,125,20,20,23,29,45,40,34,41
25099,6,4,67,41,15,324,17,313,0,45,0,0,73,79,4,9,23,1,14,28,16,13,4,42,18,4,114,1840,1629,105,18,0,917,211,75,4,923,827,802,318,168,243,305,255,197,144,102
25100,1,1,13,1,2,49,3,41,0,8,0,0,16,2,NA,1,NA,NA,1,NA,NA,NA,NA,2,4,0,3,206,198,3,4,0,118,8,1,0,88,84,114,14,18,23,29,41,36,24,20
25101,5,1,24,8,0,159,14,144,0,15,0,0,41,14,NA,1,6,NA,3,4,2,3,2,5,6,5,46,712,606,41,6,0,387,106,49,5,325,280,326,80,77,73,95,107,92,78,86
25102,5,2,66,34,22,132,21,140,0,36,0,0,23,30,2,9,8,0,6,5,15,2,0,13,4,1,55,936,733,46,4,0,514,203,143,1,422,357,376,102,93,135,143,138,134,82,85
